Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,326.100006,329.980011,324.779999,329.809998,329.809998,4485800
2020-01-03,326.779999,329.859985,325.529999,325.899994,325.899994,3806900
2020-01-06,323.119995,336.359985,321.200012,335.829987,335.829987,5663100
2020-01-07,336.470001,336.700012,330.299988,330.750000,330.750000,4703200
2020-01-08,331.489990,342.700012,331.049988,339.260010,339.260010,7104500
2020-01-09,342.000000,343.420013,334.609985,335.660004,335.660004,4709300
2020-01-10,337.130005,338.500000,327.269989,329.049988,329.049988,4718300
2020-01-13,331.799988,340.850006,331.510010,338.920013,338.920013,6290000
2020-01-14,344.399994,345.380005,335.519989,338.690002,338.690002,7199400
2020-01-15,338.679993,343.170013,336.600006,339.070007,339.070007,5158000
2020-01-16,343.500000,343.559998,335.850006,338.619995,338.619995,5016000
2020-01-17,341.000000,341.570007,337.380005,339.670013,339.670013,6066500
2020-01-21,340.000000,341.000000,332.589996,338.109985,338.109985,14350300
2020-01-22,332.549988,336.299988,323.600006,326.000000,326.000000,21730000
2020-01-23,326.040009,349.880005,325.010010,349.600006,349.600006,18200300
2020-01-24,348.459991,359.850006,345.880005,353.160004,353.160004,17939700
2020-01-27,345.950012,351.899994,341.019989,342.880005,342.880005,7709500
2020-01-28,345.880005,352.399994,342.779999,348.519989,348.519989,6821600
2020-01-29,349.000000,349.399994,338.549988,343.160004,343.160004,7643500
2020-01-30,341.100006,348.200012,339.250000,347.739990,347.739990,5328100
2020-01-31,347.390015,347.390015,340.980011,345.089996,345.089996,5230000
2020-02-03,347.239990,359.630005,346.279999,358.000000,358.000000,6674900
2020-02-04,361.000000,369.570007,356.100006,369.010010,369.010010,7161500
2020-02-05,375.130005,375.250000,362.299988,369.670013,369.670013,6437000
2020-02-06,369.600006,371.549988,362.510010,366.950012,366.950012,3920400
2020-02-07,365.040009,371.799988,363.570007,366.769989,366.769989,4385200
2020-02-10,365.000000,374.799988,362.519989,371.070007,371.070007,5294100
2020-02-11,373.750000,378.109985,369.720001,373.690002,373.690002,4772900
2020-02-12,377.179993,380.619995,375.880005,380.010010,380.010010,4624800
2020-02-13,376.959991,385.369995,376.510010,381.399994,381.399994,4485400
2020-02-14,381.470001,385.149994,379.429993,380.399994,380.399994,3736300
2020-02-18,379.299988,389.540009,379.190002,387.779999,387.779999,5173900
2020-02-19,388.119995,392.950012,384.899994,386.190002,386.190002,4896400
2020-02-20,386.559998,389.700012,376.679993,386.000000,386.000000,4079400
2020-02-21,385.329987,387.320007,377.899994,380.070007,380.070007,3930100
2020-02-24,364.760010,372.820007,361.000000,368.700012,368.700012,6936400
2020-02-25,372.000000,375.649994,357.720001,360.089996,360.089996,6471600
2020-02-26,366.309998,382.000000,365.000000,379.239990,379.239990,8934100
2020-02-27,371.459991,391.559998,370.600006,371.709991,371.709991,10949100
2020-02-28,364.209991,376.769989,356.799988,369.029999,369.029999,11178600
2020-03-02,373.109985,381.359985,364.500000,381.049988,381.049988,6997900
2020-03-03,381.029999,393.519989,367.399994,368.769989,368.769989,8364600
2020-03-04,377.769989,384.010010,370.510010,383.790009,383.790009,5487300
2020-03-05,381.000000,391.399994,368.640015,372.779999,372.779999,8747000
2020-03-06,367.700012,371.309998,356.850006,368.970001,368.970001,8147200
2020-03-09,343.859985,357.470001,341.720001,346.489990,346.489990,7405500
2020-03-10,356.429993,364.540009,347.850006,364.130005,364.130005,7604400
2020-03-11,358.920013,362.980011,344.790009,349.920013,349.920013,6036000
2020-03-12,326.500000,335.720001,307.320007,315.250000,315.250000,12071600
2020-03-13,330.510010,336.420013,307.390015,336.299988,336.299988,9458200
2020-03-16,306.630005,334.350006,294.750000,298.839996,298.839996,10559900
2020-03-17,306.190002,322.899994,290.250000,319.750000,319.750000,10013900
2020-03-18,302.399994,331.579987,300.000000,315.470001,315.470001,12593600
2020-03-19,324.329987,348.510010,316.820007,332.029999,332.029999,10616000
2020-03-20,342.309998,350.489990,332.000000,332.829987,332.829987,10853800
2020-03-23,347.890015,366.109985,340.880005,360.269989,360.269989,13449400
2020-03-24,369.989990,372.929993,353.029999,357.320007,357.320007,11638700
2020-03-25,361.019989,362.000000,339.170013,342.390015,342.390015,8767200
2020-03-26,344.000000,363.839996,341.730011,362.989990,362.989990,7229600
2020-03-27,359.089996,368.559998,353.000000,357.119995,357.119995,7948800
2020-03-30,363.000000,377.799988,361.170013,370.959991,370.959991,8622000
2020-03-31,367.929993,383.010010,366.440002,375.500000,375.500000,9366500
2020-04-01,376.049988,380.230011,361.019989,364.079987,364.079987,6672500
2020-04-02,364.079987,370.989990,360.059998,370.079987,370.079987,4592500
2020-04-03,367.470001,370.899994,357.510010,361.760010,361.760010,4860800
2020-04-06,365.220001,380.290009,361.709991,379.959991,379.959991,8183900
2020-04-07,380.000000,381.329987,369.339996,372.279999,372.279999,7046400
2020-04-08,374.010010,378.390015,368.309998,371.119995,371.119995,6908900
2020-04-09,371.059998,372.100006,363.029999,370.720001,370.720001,7711300
2020-04-13,371.309998,400.510010,367.700012,396.720001,396.720001,11692900
2020-04-14,397.500000,417.820007,394.850006,413.549988,413.549988,11581000
2020-04-15,413.000000,434.980011,412.250000,426.750000,426.750000,13561200
2020-04-16,437.000000,449.519989,431.609985,439.170013,439.170013,16128700
2020-04-17,431.000000,432.000000,414.700012,422.959991,422.959991,12616300
2020-04-20,435.170013,444.489990,430.559998,437.489990,437.489990,12655800
2020-04-21,444.769989,447.000000,425.600006,433.829987,433.829987,23177600
2020-04-22,429.730011,433.000000,413.000000,421.420013,421.420013,21123800
2020-04-23,419.260010,438.410004,419.260010,426.700012,426.700012,13952300
2020-04-24,425.000000,427.170013,415.880005,424.989990,424.989990,8670400
2020-04-27,425.000000,429.000000,420.839996,421.380005,421.380005,6277500
2020-04-28,419.989990,421.000000,402.910004,403.829987,403.829987,10101200
2020-04-29,399.529999,415.859985,393.600006,411.890015,411.890015,9693100
2020-04-30,410.309998,424.440002,408.000000,419.850006,419.850006,7939400
2020-05-01,415.100006,427.970001,411.730011,415.269989,415.269989,8299900
2020-05-04,417.779999,428.540009,414.869995,428.149994,428.149994,7799100
2020-05-05,427.559998,431.000000,421.559998,424.679993,424.679993,6286300
2020-05-06,429.299988,439.769989,426.390015,434.260010,434.260010,6660700
2020-05-07,436.890015,438.880005,430.660004,436.529999,436.529999,5641900
2020-05-08,434.140015,442.000000,433.640015,435.549988,435.549988,5054300
2020-05-11,436.329987,444.890015,435.559998,440.519989,440.519989,5486000
2020-05-12,442.000000,444.170013,431.359985,431.820007,431.820007,4598200
2020-05-13,435.690002,447.000000,427.269989,438.269989,438.269989,7014600
2020-05-14,444.899994,452.380005,432.820007,441.950012,441.950012,9007500
2020-05-15,440.700012,455.000000,437.510010,454.190002,454.190002,7244000
2020-05-18,451.160004,456.359985,443.350006,452.579987,452.579987,7780300
2020-05-19,453.399994,458.970001,450.470001,451.040009,451.040009,4810500
2020-05-20,454.250000,455.809998,444.000000,447.670013,447.670013,5607300
2020-05-21,448.559998,448.959991,430.250000,436.250000,436.250000,9117300
2020-05-22,437.000000,439.089996,427.179993,429.320007,429.320007,5422300
2020-05-26,427.769989,428.500000,413.140015,414.769989,414.769989,7881100
2020-05-27,410.380005,420.019989,397.859985,419.890015,419.890015,10446300
2020-05-28,417.239990,422.369995,411.500000,413.440002,413.440002,5655100
2020-05-29,417.459991,420.299988,411.850006,419.730011,419.730011,5270500
2020-06-01,418.829987,426.720001,415.980011,425.920013,425.920013,3743700
2020-06-02,425.869995,427.589996,419.459991,427.309998,427.309998,3494800
2020-06-03,426.950012,427.100006,418.049988,421.970001,421.970001,4316000
2020-06-04,422.390015,428.709991,410.029999,414.329987,414.329987,5410500
2020-06-05,407.290009,420.239990,404.250000,419.600006,419.600006,5099600
2020-06-08,416.000000,420.799988,406.500000,419.489990,419.489990,5851500
2020-06-09,421.649994,434.730011,420.309998,434.049988,434.049988,6797000
2020-06-10,436.000000,439.690002,430.549988,434.480011,434.480011,4896900
2020-06-11,428.200012,445.570007,424.160004,425.559998,425.559998,7462900
2020-06-12,429.000000,434.059998,412.450012,418.070007,418.070007,6457400
2020-06-15,421.399994,426.489990,415.420013,425.500000,425.500000,4467900
2020-06-16,425.760010,437.959991,425.179993,436.130005,436.130005,5507900
2020-06-17,441.820007,450.459991,439.220001,447.769989,447.769989,6522400
2020-06-18,448.730011,452.760010,442.799988,449.869995,449.869995,4277600
